food_name,calories,fat,sat_fat,carbs,sugar,protein,fiber,cholesterol,sodium,sodium_pct_daily,cholesterol_pct_daily,sat_fat_pct_daily,fat_pct_daily,carbs_pct_daily,fiber_pct_daily,sugar_pct_meal_limit,risk_level,risk_label,chatbot_summary,recommend_score
vegetable macaroni dry,308,0.9,0.1,62.9,0.0,11.0,3.6,0.0,0.06,0.0029999999999999,0.0,0.5,1.3846153846153846,20.96666666666667,14.400000000000002,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8530928846153847
cranberry beans canned,216,0.7,0.2,39.3,0.0,14.4,16.4,0.0,0.9,0.045,0.0,1.0,1.0769230769230769,13.099999999999998,65.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8450141483516485
lentils cooked,230,0.8,0.1,39.9,3.6,17.9,15.6,0.0,0.016,0.0007999999999999,0.0,0.5,1.2307692307692308,13.3,62.4,36.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8419418021978022
macaroni raw,390,1.6,0.3,78.4,2.8,13.7,3.4,0.0,0.097,0.00485,0.0,1.5,2.4615384615384617,26.133333333333336,13.6,27.999999999999996,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8378949436813188
rye flour,364,1.4,0.2,78.2,0.9,10.0,8.2,0.0,0.061,0.0030499999999999,0.0,1.0,2.1538461538461537,26.066666666666663,32.8,9.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.837323278846154
yardlong beans cooked,202,0.8,0.2,36.1,0.0,14.2,6.5,0.0,0.059,0.00295,0.0,1.0,1.2307692307692308,12.033333333333331,26.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8336756771978023
wheat flour,455,1.2,0.2,95.4,0.3,12.9,3.4,0.0,0.061,0.0030499999999999,0.0,1.0,1.846153846153846,31.8,13.6,3.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8328809711538463
mothbeans cooked,207,1.0,0.2,37.1,0.0,13.8,0.0,0.0,0.086,0.0042999999999999,0.0,1.0,1.5384615384615383,12.366666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8292150027472529
soy proteins concentrate,93,0.1,0.04,7.2,0.0,18.0,1.6,0.0,0.3,0.015,0.0,0.2,0.1538461538461538,2.4,6.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.826876510989011
instant white rice raw,361,0.9,0.1,78.2,0.026,7.4,1.8,0.0,0.039,0.00195,0.0,0.5,1.3846153846153846,26.066666666666663,7.200000000000001,0.26,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8254250453296704
catjang cowpeas cooked,200,1.2,0.3,34.7,0.0,13.9,6.2,0.0,0.021,0.00105,0.0,1.5,1.846153846153846,11.566666666666668,24.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8241816854395606
fava beans canned,182,0.6,0.092,31.8,0.0,14.0,9.5,0.0,1.2,0.06,0.0,0.4599999999999999,0.923076923076923,10.6,38.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8216269230769232
french beans cooked,228,1.3,0.1,42.5,0.0,12.5,16.6,0.0,0.003,0.00015,0.0,0.5,2.0,14.166666666666666,66.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8215345892857144
semolina,601,1.8,0.3,121.6,0.0,21.2,6.5,0.0,0.097,0.00485,0.0,1.5,2.769230769230769,40.53333333333333,26.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8207658228021979
buckwheat flour,402,3.7,0.8,84.7,3.1,15.1,12.0,0.0,0.033,0.00165,0.0,4.0,5.6923076923076925,28.233333333333334,48.0,31.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8198310315934066
vegetable beef soup,128,2.0,0.6,9.6,0.0,18.1,4.4,8.8,1.1,0.055,2.9333333333333336,3.0,3.076923076923077,3.2,17.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8185701007326007
kamut cooked,251,1.6,0.0,52.4,0.0,11.1,6.7,0.0,0.038,0.0019,0.0,0.0,2.4615384615384617,17.466666666666665,26.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.813702782967033
soy proteins isolate,96,1.0,0.1,2.1,0.0,22.8,1.6,0.0,0.3,0.015,0.0,0.5,1.5384615384615383,0.7000000000000001,6.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8082061813186814
corn pasta dry,375,2.2,0.3,83.2,0.0,7.8,11.6,0.0,0.027,0.0013499999999999,0.0,1.5,3.384615384615385,27.73333333333333,46.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8078195453296704
winged beans cooked,253,10.0,1.4,25.7,0.0,18.3,0.0,0.0,0.4,0.02,0.0,6.999999999999999,15.384615384615383,8.566666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8077868131868133
barley flour,511,2.4,0.5,110.3,1.2,15.5,14.9,0.0,0.062,0.0031,0.0,2.5,3.692307692307692,36.766666666666666,59.599999999999994,12.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8060344423076924
spelt cooked,246,1.6,0.0,51.3,0.0,10.7,7.6,0.0,0.041,0.00205,0.0,0.0,2.4615384615384617,17.099999999999998,30.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8058445151098901
cracker meal,440,2.0,0.3,93.0,0.4,10.7,3.0,0.0,0.078,0.0039,0.0,1.5,3.076923076923077,31.0,12.0,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8032152554945056
lima beans canned,190,0.4,0.095,35.9,0.0,11.9,11.6,0.0,0.8,0.04,0.0,0.475,0.6153846153846154,11.966666666666663,46.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8024060439560441
pigeon peas cooked,203,0.6,0.1,39.1,0.0,11.4,11.3,0.0,0.036,0.0017999999999999,0.0,0.5,0.923076923076923,13.033333333333331,45.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.8015634230769233
teff cooked,255,1.6,0.0,50.0,0.0,9.8,7.1,0.0,0.053,0.00265,0.0,0.0,2.4615384615384617,16.666666666666664,28.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7997328722527474
soft pretzels,389,3.6,0.8,79.8,0.3,9.4,2.0,3.5,0.9,0.045,1.1666666666666667,4.0,5.538461538461538,26.6,8.0,3.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7959216575091577
beef flavored rice raw,657,2.3,0.0,139.1,0.0,19.8,2.9,0.0,2.4,0.12,0.0,0.0,3.5384615384615383,46.36666666666667,11.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.794632967032967
chimichanga with beef,425,19.7,8.5,42.8,0.0,19.6,0.0,8.7,0.9,0.045,2.9,42.5,30.307692307692307,14.266666666666666,0.0,0.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.7945553571428572
pasta cooked,301,2.4,0.3,57.3,0.0,11.8,0.0,75.9,0.073,0.00365,25.3,1.5,3.692307692307692,19.1,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7917803173076924
ham cheese sandwich,352,15.5,6.4,33.3,0.0,20.7,0.0,58.4,0.8,0.04,19.466666666666665,32.0,23.846153846153847,11.099999999999998,0.0,0.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.7911404761904762
couscous dry,650,1.1,0.2,134.0,0.0,22.1,8.7,0.0,0.031,0.00155,0.0,1.0,1.6923076923076923,44.666666666666664,34.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7896174958791209
tuna canned,102,2.4,0.6,0.0,0.0,18.9,0.0,33.6,0.3,0.015,11.2,3.0,3.692307692307692,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7887309065934066
split peas cooked,227,0.8,0.1,40.2,5.7,16.3,16.3,0.0,0.5,0.025,0.0,0.5,1.2307692307692308,13.4,65.2,57.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7885460164835166
queen crab cooked,98,1.3,0.2,0.0,0.0,20.2,0.0,60.4,0.6,0.03,20.133333333333333,1.0,2.0,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7882750000000001
ham egg cheese sandwich,347,16.3,7.4,30.9,0.0,19.2,0.0,246.0,1.0,0.05,82.0,37.0,25.07692307692308,10.3,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง | ไขมันอิ่มตัวค่อนข้างสูง,0.7879107142857144
rye,571,2.8,0.3,128.2,1.7,17.5,25.5,0.0,0.078,0.0039,0.0,1.5,4.3076923076923075,42.73333333333333,102.0,17.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7846273434065936
tostada with beef cheese,315,16.3,10.4,22.8,0.0,19.0,0.0,40.8,0.9,0.045,13.599999999999998,52.0,25.07692307692308,7.6,0.0,0.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.7831625000000001
cowpeas canned,185,1.3,0.3,32.7,0.0,11.4,7.9,0.0,0.7,0.0349999999999999,0.0,1.5,2.0,10.900000000000002,31.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7829517857142858
ostrich strip raw,108,2.4,0.8,0.0,0.0,20.1,0.0,62.1,0.086,0.0042999999999999,20.700000000000003,4.0,3.692307692307692,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7827397280219781
lupins cooked,193,4.8,0.6,15.4,0.0,25.8,4.6,0.0,0.4,0.02,0.0,3.0,7.384615384615384,5.133333333333334,18.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7822510989010989
beef liver cooked,130,3.6,1.2,3.5,0.0,19.8,0.0,269.3,0.068,0.0034,89.76666666666667,6.0,5.538461538461538,1.1666666666666667,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7802217527472528
mung beans cooked,212,0.8,0.2,38.7,4.0,14.2,15.4,0.0,0.083,0.00415,0.0,1.0,1.2307692307692308,12.9,61.6,40.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7793809629120879
cheese tortellini,332,7.8,3.9,50.8,1.0,14.6,2.1,45.4,0.4,0.02,15.133333333333333,19.5,12.0,16.933333333333334,8.4,10.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7792309523809524
enchirito with cheese beef beans,344,16.1,7.9,33.8,0.0,17.9,0.0,50.2,1.3,0.065,16.733333333333334,39.5,24.76923076923077,11.266666666666666,0.0,0.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง,0.7780005952380953
russet potato raw,292,0.3,0.06,66.7,2.3,7.9,4.8,0.0,0.068,0.0034,0.0,0.3,0.4615384615384615,22.233333333333334,19.2,23.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7776201043956045
ostrich leg raw,94,1.5,0.5,0.0,0.0,19.0,0.0,56.1,0.067,0.00335,18.7,2.5,2.307692307692308,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7771314684065933
flounder raw,114,3.1,0.7,0.0,0.0,20.2,0.0,73.4,0.5,0.025,24.46666666666667,3.4999999999999996,4.769230769230769,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7766861263736264
vegetarian fillets,247,15.3,2.4,7.7,0.7,19.6,5.2,0.0,0.4,0.02,0.0,12.0,23.53846153846154,2.566666666666667,20.8,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7754928571428572
succotash,213,1.5,0.3,46.8,0.0,9.7,0.0,0.0,0.5,0.025,0.0,1.5,2.307692307692308,15.6,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7754690934065935
sesame flour low fat,94,0.5,0.011,10.0,0.0,14.2,0.0,0.0,0.072,0.0035999999999999,0.0,0.0549999999999999,0.7692307692307693,3.3333333333333335,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.775418054945055
cottonseed flour low fat,94,0.4,0.082,10.2,0.0,14.1,0.0,0.0,0.022,0.0011,0.0,0.41,0.6153846153846154,3.3999999999999995,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7753406510989012
ground pork raw,329,26.5,9.8,0.0,0.0,21.1,0.0,90.0,0.033,0.00165,30.0,49.00000000000001,40.76923076923077,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง | ไขมันอิ่มตัวค่อนข้างสูง,0.774237625
blue mussels raw,129,3.4,0.6,5.5,0.0,17.9,0.0,42.0,0.4,0.02,14.000000000000002,3.0,5.230769230769231,1.8333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7730835164835165
cusk cooked,106,0.8,0.0,0.0,0.0,23.1,0.0,50.4,0.047,0.0023499999999999,16.799999999999997,0.0,1.2307692307692308,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7705730343406594
burbot cooked,104,0.9,0.2,0.0,0.0,22.3,0.0,69.3,0.1,0.005,23.1,1.0,1.3846153846153846,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7702564560439561
tofu raw,188,11.9,1.7,4.7,0.0,20.0,0.7,0.0,0.06,0.0029999999999999,0.0,8.5,18.307692307692307,1.5666666666666669,2.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7700983791208792
flounder cooked,109,3.0,0.7,0.0,0.0,19.4,0.0,71.1,0.5,0.025,23.7,3.4999999999999996,4.615384615384616,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7699828296703296
cusk raw,106,0.8,0.2,0.0,0.0,23.2,0.0,50.0,0.086,0.0042999999999999,16.666666666666664,1.0,1.2307692307692308,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7696417426739928
burbot raw,104,0.9,0.2,0.0,0.0,22.4,0.0,69.6,0.1,0.005,23.2,1.0,1.3846153846153846,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7690064560439561
rice bran,373,24.6,4.9,58.6,1.1,15.8,24.8,0.0,0.036,0.0017999999999999,0.0,24.500000000000004,37.84615384615385,19.53333333333333,99.2,11.000000000000002,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7678436428571429
millet flour,444,5.1,0.6,86.9,2.0,12.8,4.2,0.0,0.056,0.0028,0.0,3.0,7.846153846153846,28.96666666666667,16.8,20.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7674185604395605
ostrich round raw,99,2.0,0.7,0.0,0.0,18.7,0.0,60.4,0.074,0.0036999999999999,20.133333333333333,3.4999999999999996,3.076923076923077,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7672167554945055
lima beans cooked,216,0.7,0.2,39.3,5.5,14.7,13.2,0.0,0.012,0.0006,0.0,1.0,1.0769230769230769,13.099999999999998,52.8,55.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7665971483516485
japanese somen noodles cooked,231,0.3,0.006,48.5,0.0,7.0,0.0,0.0,0.3,0.015,0.0,0.03,0.4615384615384615,16.166666666666664,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7659259615384615
prunes stewed,316,0.7,0.085,83.2,0.0,3.4,0.0,0.0,0.039,0.00195,0.0,0.425,1.0769230769230769,27.73333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7649798804945055
ostrich tip raw,97,2.0,0.7,0.0,0.0,18.6,0.0,61.2,0.041,0.00205,20.4,3.4999999999999996,3.076923076923077,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7648362733516484
baby lima beans cooked,189,0.5,0.1,35.0,2.5,12.0,10.8,0.0,0.064,0.0031999999999999,0.0,0.5,0.7692307692307693,11.666666666666666,43.2,25.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7647067692307693
amaranth cooked,251,3.9,0.0,46.0,0.0,9.3,5.2,0.0,0.095,0.00475,0.0,0.0,6.0,15.333333333333332,20.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7646429464285716
ostrich tenderloin raw,105,2.7,1.0,0.0,0.0,18.8,0.0,68.0,0.005,0.00025,22.666666666666664,5.0,4.153846153846154,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7638442788461539
fava beans cooked,187,0.7,0.1,33.4,3.1,12.9,9.2,0.0,0.081,0.00405,0.0,0.5,1.0769230769230769,11.133333333333333,36.8,31.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7634998447802198
split pea soup with ham bacon,189,3.1,0.9,28.6,0.0,11.6,4.1,4.1,1.0,0.05,1.3666666666666665,4.5,4.769230769230769,9.533333333333331,16.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7634391025641026
mungo beans cooked,189,1.0,0.065,33.0,3.6,13.6,11.5,0.0,0.083,0.00415,0.0,0.325,1.5384615384615383,11.0,46.0,36.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7624304134615386
russet potato baked,290,0.4,0.1,64.1,3.2,7.9,6.9,0.0,0.084,0.0042,0.0,0.5,0.6153846153846154,21.366666666666664,27.6,32.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7618174010989012
ostrich fan raw,99,2.3,0.8,0.0,0.0,18.5,0.0,62.1,0.04,0.002,20.700000000000003,4.0,3.5384615384615383,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7612679670329672
tilapia cooked,111,2.3,0.8,0.0,0.0,22.8,0.0,49.6,0.011,0.00055,16.53333333333333,4.0,3.5384615384615383,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7605526515567766
corned beef hash with potatoes,387,24.2,10.2,21.9,0.8,20.6,2.6,75.5,1.0,0.05,25.166666666666664,51.0,37.230769230769226,7.3,10.4,8.0,Low,0,โคเลสเตอรอลค่อนข้างสูง | ไขมันอิ่มตัวค่อนข้างสูง,0.7589821428571429
ostrich top loin raw,101,2.5,1.0,0.0,0.0,18.4,0.0,63.8,0.073,0.00365,21.266666666666666,5.0,3.8461538461538463,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง,0.7588407568681319
tortilla,467,1.9,0.6,98.4,5.4,14.3,4.7,0.0,0.9,0.045,0.0,3.0,2.923076923076923,32.800000000000004,18.8,54.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7586322802197805
cornmeal whole grain,442,4.4,0.6,93.8,0.8,9.9,8.9,0.0,0.022,0.0011,0.0,3.0,6.76923076923077,31.266666666666666,35.6,8.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7584010906593407
meat extender,275,2.6,0.4,33.7,0.0,33.5,15.4,0.0,0.041,0.00205,0.0,2.0,4.0,11.233333333333334,61.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7583774821428572
corn flour white,414,4.2,0.6,87.3,1.8,9.6,7.3,0.0,0.036,0.0017999999999999,0.0,3.0,6.461538461538462,29.1,29.2,18.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7579535329670332
roquefort cheese,314,26.0,16.4,1.7,0.0,18.3,0.0,76.5,1.5,0.075,25.5,82.0,40.0,0.5666666666666667,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง | ไขมันอิ่มตัวค่อนข้างสูง,0.7576160714285715
sisymbrium seeds,235,3.4,0.7,43.1,0.0,9.0,0.0,0.0,0.047,0.0023499999999999,0.0,3.4999999999999996,5.230769230769231,14.366666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7575373200549451
wheat sprouted,214,1.4,0.2,45.9,0.0,8.1,1.2,0.0,0.026,0.0013,0.0,1.0,2.1538461538461537,15.3,4.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น,0.7573721181318682
